,LN_ID,TARGET,contract_type_ord,gender_ord,num_of_children_ord,INCOME,APPROVED_CREDIT,ANNUITY,PRICE,income_type_ord,education_ord,family_status_ord,housing_type_ord,DAYS_AGE,DAYS_WORK,DAYS_REGISTRATION,DAYS_ID_CHANGE,weekdays_apply_ord,hour_apply_ord,organization_type_ord,EXT_SCORE_1,EXT_SCORE_2,EXT_SCORE_3,SK_ID_PREV,INST_NUMBER,INST_DAYS,PAY_DAYS,AMT_INST,AMT_PAY,contract_type_prevapp_ord,ANNUITY_PREV_APP,APPLICATION,APPROVED_CREDIT_PREV_APP,AMT_DOWN_PAYMENT,PRICE_PREV_APP,weekdays_apply_prevapp_ord,hour_apply_prevapp_ord,DAYS_DECISION,TERM_PAYMENT,yield_group_ord,FIRST_DRAW,FIRST_DUE,TERMINATION,NFLAG_INSURED_ON_APPROVAL
6813,262271,0,1,2,1,270000.0,940500.0,64165.5,940500.0,2,2,3,1,-13991,-4701,-7756,-4663,5,7,6,0.6638076439833488,0.7270654667375753,0.6397075677637197,2598567,2,-1907,-1918.0,11430.63,11430.63,3,11430.63,65655.0,57096.0,11250.0,65655.0,4,1,-1968,6.0,2,365243.0,-1937.0,-1783.0,0.0
6818,192552,0,1,1,1,180000.0,177903.0,13896.0,148500.0,2,1,3,1,-17165,-4331,-9706,-705,2,1,4,0.3224830610685112,0.4524202868300775,0.3996756156233169,2657730,3,-2521,-2521.0,13114.98,13114.98,1,13114.98,112500.0,119925.0,0.0,112500.0,2,7,-2611,12.0,2,365243.0,-2581.0,-2242.0,1.0
6825,295977,0,1,2,2,292500.0,675000.0,21906.0,675000.0,1,4,2,2,-16637,-3401,-6277,-188,2,3,2,0.6606995540983684,0.7089119656962305,0.6296742509538716,2414999,6,-1337,-1338.0,8909595.0,8909595.0,3,8909595.0,65353.5,74308.5,6538.5,65353.5,2,5,-1540,12.0,2,365243.0,-1487.0,-1150.0,0.0
6826,209958,0,1,2,1,225000.0,1528200.0,53248.5,1350000.0,4,2,1,1,-13664,-969,-2671,-4979,2,2,12,0.6586992470386849,0.713837261186068,0.248535557339522,2226253,4,-474,-498.0,93010.77,135000.0,3,41989.23,323955.0,345334.5,0.0,323955.0,6,1,-595,12.0,2,365243.0,-564.0,-349.0,0.0
6828,204998,0,1,1,1,180000.0,387000.0,19890.0,387000.0,1,1,1,1,-11313,-861,-1513,-3794,6,0,32,0.19954436943641152,0.5450306300157944,0.4014074137749511,1439287,31,-1483,-1514.0,16957665.0,16957665.0,1,16957665.0,270000.0,314905.5,0.0,270000.0,1,18,-2413,36.0,1,365243.0,-2383.0,-1357.0,1.0
6837,266169,0,1,1,1,247500.0,315000.0,25015.5,315000.0,1,1,2,1,-10592,-887,-1415,-2589,2,8,31,0.09307766090351308,0.009576632771573107,0.1766525794312139,1915198,9,-247,-267.0,4238.1,4238.1,3,4238.1,38520.0,43096.5,0.0,38520.0,6,18,-528,12.0,1,365243.0,-487.0,-149.0,0.0
6839,256257,0,1,1,4,405000.0,922500.0,27103.5,922500.0,2,1,1,1,-15452,-5449,-1861,-5160,4,3,2,0.7105327886419804,0.5794298272334909,0.6430255641096323,2248835,1,-768,-777.0,11849.31,11849.31,3,11849.31,258750.0,258750.0,0.0,258750.0,2,4,-800,24.0,4,365243.0,-768.0,-102.0,0.0
6841,218615,0,1,2,1,122850.0,781920.0,23836.5,675000.0,3,1,5,3,-22156,365243,-3245,-5066,7,16,8,0.3045239977491071,0.5957231269564922,0.6430255641096323,1516137,4,-2442,-2546.0,11247.84,11247.84,3,2343.06,20610.0,14773.5,6750.0,20610.0,1,6,-2563,8.0,3,365243.0,-2532.0,-2438.0,1.0
6851,174969,0,1,2,1,171000.0,360000.0,18508.5,360000.0,1,3,2,2,-8631,-423,-4785,-1295,2,9,2,0.35149000056272034,0.12380524344922435,0.3774042489507649,1802366,4,-695,-717.0,11153475.0,11153475.0,3,11153475.0,78705.0,80734.5,4500.0,78705.0,6,1,-822,10.0,2,365243.0,-785.0,-660.0,0.0
6852,111229,0,1,1,2,157500.0,864000.0,30739.5,864000.0,2,1,1,2,-8388,-832,-2486,-1055,2,10,21,0.22160921609903186,0.5094475545415532,0.3656165070113335,1480405,2,-839,-841.0,46215.9,46215.9,3,10368315.0,53563.5,50850.0,10714.5,53563.5,5,4,-900,6.0,2,365243.0,-869.0,-835.0,0.0
6853,257235,0,1,2,1,157500.0,148500.0,16794.0,148500.0,1,2,2,2,-9170,-1418,-7135,-1836,4,11,4,0.33934711761667924,0.4512991302494701,0.5744466170995097,1135389,1,-69,-80.0,5791455.0,5791455.0,3,5791455.0,50949.0,50949.0,0.0,50949.0,2,12,-100,10.0,3,365243.0,-69.0,365243.0,0.0
6858,231340,0,2,2,3,225000.0,247500.0,12375.0,247500.0,1,2,1,1,-13745,-79,-1076,-263,7,9,10,0.4313148409129751,0.5154518754952686,0.3123653692278984,1745274,5,-391,-401.0,5961.42,5961.42,3,5961.42,58149.0,58149.0,0.0,58149.0,2,5,-544,12.0,1,365243.0,-511.0,-266.0,0.0
6859,163059,0,1,1,2,112500.0,857169.0,30496.5,715500.0,4,1,1,1,-8112,-845,-742,-796,3,2,0,0.1807923708263092,0.4007936860098693,0.5442347412142162,1766647,1,-554,-567.0,7089345.0,7089345.0,3,7089345.0,65205.0,72090.0,0.0,65205.0,6,7,-585,12.0,1,365243.0,-554.0,-220.0,0.0
6866,175764,0,2,2,1,90000.0,135000.0,6750.0,135000.0,3,2,5,1,-20742,365243,-648,-4289,1,6,8,0.8446749516792325,0.5456921016770171,0.3201633668633456,2288094,4,-223,-243.0,11463.93,11463.93,3,3961035.0,21996.0,20970.0,2200.5,21996.0,7,9,-344,6.0,1,365243.0,-313.0,-218.0,0.0
6872,159169,1,1,2,3,171000.0,450000.0,27324.0,450000.0,2,1,1,4,-15229,-3929,-3551,-3237,1,2,13,0.3122023209490599,0.4134342404500462,0.3360615207658242,2593392,2,-2532,-2537.0,8900.55,8900.55,3,8900.55,42255.0,44347.5,0.0,42255.0,5,5,-2593,6.0,2,365243.0,-2562.0,-2395.0,1.0
6876,187519,0,1,2,1,180000.0,1087366.5,35208.0,949500.0,2,2,2,1,-17794,-870,-874,-1341,2,10,7,0.6762071778038933,0.467394452657118,0.5100895276257282,1111564,9,-2250,-2250.0,16591.5,16591.5,1,16591.5,135000.0,135000.0,0.0,135000.0,2,7,-2520,10.0,1,365243.0,-2490.0,-2214.0,0.0
6878,106667,0,1,1,1,360000.0,900000.0,38263.5,900000.0,3,2,1,1,-19395,365243,-2623,-261,1,5,8,0.65604132036143,0.7207237943461339,0.6430255641096323,1624863,5,-462,-483.0,31659975.0,31659975.0,3,16050.15,138591.0,87543.0,55440.0,138591.0,4,1,-613,6.0,1,365243.0,-582.0,-456.0,0.0
6880,100871,0,1,1,1,90288.0,405000.0,16623.0,405000.0,2,1,2,1,-7865,-300,-69,-446,3,4,13,0.06771300570675587,0.4679933005824503,0.1674084472266241,2657299,5,-103,-133.0,6731055.0,75.78,3,6731055.0,33075.0,35694.0,0.0,33075.0,2,12,-253,6.0,1,365243.0,-223.0,-66.0,1.0
6883,181498,0,1,1,1,304110.0,450000.0,38628.0,450000.0,2,1,1,1,-15554,-7648,-1102,-4748,6,11,15,0.6558418283006339,0.4714302395453371,0.475849908720221,1185068,7,-570,-571.0,8095.05,8095.05,3,8095.05,73665.0,73665.0,0.0,73665.0,5,10,-785,10.0,3,365243.0,-750.0,-491.0,0.0
6885,116230,0,1,2,1,144000.0,450000.0,27531.0,450000.0,1,1,1,1,-17398,-4976,-947,-931,5,9,4,0.6155446699912663,0.3409803894104727,0.7032033049040319,1311590,11,-890,-892.0,14283.0,14283.0,3,14283.0,150750.0,141525.0,15075.0,150750.0,2,9,-1221,12.0,1,365243.0,-1190.0,-851.0,0.0
6886,112999,0,1,2,1,202500.0,781920.0,28215.0,675000.0,2,1,1,1,-18239,-7332,-10045,-1694,2,3,12,0.6332525520180636,0.3530500975005601,0.3876253444214701,1895493,3,-452,-477.0,9032265.0,9032265.0,3,9032625.0,115155.0,25155.0,90000.0,115155.0,5,9,-543,3.0,1,365243.0,-512.0,-450.0,0.0
6887,181092,0,1,1,1,121500.0,834048.0,30087.0,720000.0,1,2,1,1,-9740,-3030,-4397,-2409,3,7,4,0.21753014606173632,0.7034081238027008,0.4686596550493113,1856599,3,-2254,-2258.0,9629145.0,9629145.0,3,9629145.0,83421.0,82512.0,8343.0,83421.0,3,1,-2346,12.0,2,365243.0,-2314.0,-1957.0,1.0
6899,218182,0,2,2,1,112500.0,337500.0,16875.0,337500.0,1,1,1,1,-17546,-2642,-9106,-1038,4,6,2,0.5497433967929054,0.5775208927046787,0.5954562029091491,1416968,11,-2127,-2130.0,9842.4,9747225.0,1,9842.4,90000.0,90000.0,0.0,90000.0,4,0,-2457,12.0,2,365243.0,-2427.0,-2090.0,0.0
6907,152194,0,1,1,3,130500.0,284400.0,16456.5,225000.0,2,2,1,1,-14966,-3395,-8874,-4034,1,10,29,0.6588224458708571,0.4937535468678059,0.5620604831738043,1186617,4,-200,-213.0,10384605.0,10384605.0,3,10384605.0,94500.0,94500.0,0.0,94500.0,2,7,-321,10.0,3,365243.0,-290.0,-162.0,0.0
6916,139195,0,1,2,1,112500.0,135000.0,14323.5,135000.0,1,1,1,1,-9647,-2758,-3450,-1467,4,11,5,0.33156958897936345,0.4949725090290577,0.4311917977993083,1261207,9,-1580,-1585.0,12546.36,12546.36,3,6443685.0,48492.0,47241.0,4851.0,48492.0,4,14,-1855,10.0,2,365243.0,-1820.0,-1572.0,0.0
6917,250130,0,1,1,1,148500.0,675000.0,26770.5,675000.0,4,1,1,1,-12865,-4840,-1658,-4697,3,2,32,0.1822764740862464,0.7511954718201982,0.5531646987710016,1186572,3,-2325,-2325.0,3091455.0,3091455.0,3,3091455.0,20722.5,17023.5,4500.0,20722.5,1,8,-2417,6.0,1,365243.0,-2385.0,-2257.0,1.0
6918,189078,0,1,1,1,382500.0,450000.0,21888.0,450000.0,1,2,1,1,-12043,-574,-34,-4047,3,4,4,0.13671039167890206,0.2085341715184291,0.4596904504249018,2627403,8,-1987,-1989.0,2964825.0,2964825.0,3,2964825.0,27472.5,24727.5,4972.5,27472.5,1,2,-2228,12.0,2,365243.0,-2197.0,-1865.0,0.0
6920,126186,0,1,1,1,120600.0,1242000.0,34285.5,1242000.0,2,1,1,1,-14600,-2845,-2328,-5234,7,3,4,0.4873760507177864,0.4303448754683501,0.7421816117614419,1550861,3,-1886,-1923.0,17189.37,17189.37,3,17189.37,89325.0,84303.0,9000.0,89325.0,1,8,-1980,6.0,2,365243.0,-1946.0,-1848.0,0.0
6923,213481,0,1,2,1,90000.0,272520.0,21658.5,225000.0,1,1,1,1,-11991,-2662,-148,-1391,3,4,18,0.3947185588295754,0.5893877470797225,0.5424451438613613,1441764,3,-547,-559.0,20656665.0,20656665.0,3,5650.74,23134.5,27481.5,0.0,23134.5,3,4,-638,6.0,2,365243.0,-607.0,-543.0,0.0
6925,296645,0,2,2,1,67500.0,135000.0,6750.0,135000.0,3,2,1,1,-21095,365243,-10326,-4341,3,4,8,0.6999717943604536,0.5677439861646143,0.2418614865234661,2789704,6,-454,-463.0,13925385.0,13925385.0,3,13925385.0,397755.0,357979.5,39775.5,397755.0,3,3,-637,36.0,3,365243.0,-604.0,365243.0,0.0
6928,253585,0,1,1,1,166500.0,900000.0,46084.5,900000.0,2,1,2,1,-9631,-3076,-4145,-2314,6,3,4,0.25669741769553983,0.6395467399941259,0.5814837058057234,1705806,1,-1351,-1363.0,17419275.0,17419275.0,3,17419275.0,89010.0,89010.0,0.0,89010.0,1,2,-1384,6.0,2,365243.0,-1351.0,-1196.0,0.0
6936,164330,0,1,1,2,112500.0,521280.0,35392.5,450000.0,1,1,1,1,-9615,-1128,-2156,-2291,5,5,4,0.16522598532010654,0.14628378918724633,0.2940831009471255,1113333,1,-525,-534.0,4708.17,4708.17,3,4708.17,41382.0,46390.5,4140.0,41382.0,2,3,-556,12.0,1,365243.0,-525.0,-488.0,0.0
6938,175634,0,2,2,3,225000.0,180000.0,9000.0,180000.0,1,2,4,1,-10785,-288,-3842,-1266,4,10,2,0.4015728390489805,0.4432442287960872,0.3556387169923543,1364078,2,-439,-442.0,6923655.0,6923655.0,3,6923655.0,126891.0,153688.5,0.0,126891.0,6,5,-502,24.0,4,365243.0,-469.0,365243.0,0.0
6939,249081,0,1,2,2,225000.0,569673.0,27837.0,400500.0,1,3,1,1,-11122,-681,-772,-2208,4,3,13,0.34778755162568364,0.7286075704159239,0.4329616670974407,1724359,2,-1658,-1669.0,3948345.0,3948345.0,3,3948345.0,22495.5,21091.5,4500.0,22495.5,7,9,-1719,6.0,1,365243.0,-1688.0,-1565.0,0.0
6942,137699,0,1,2,1,121500.0,585000.0,28273.5,585000.0,2,2,3,1,-10531,-2909,-271,-3222,6,2,2,0.21295835426565105,0.6843264227574261,0.6894791426446275,2179807,3,-2070,-2077.0,9842.58,9842.58,3,9842.58,93262.5,92245.5,9328.5,93262.5,1,0,-2161,12.0,1,365243.0,-2130.0,-1826.0,0.0
6944,243337,0,1,1,1,157500.0,384048.0,14607.0,270000.0,1,1,1,5,-15515,-713,-8120,-4327,3,7,2,0.4684369616019046,0.6321646531878883,0.7544061731797895,1786954,6,-538,-563.0,24306525.0,24306525.0,3,4824.63,46017.0,45787.5,4603.5,46017.0,5,9,-719,12.0,1,365243.0,-688.0,-535.0,0.0
6945,100307,0,1,1,1,225000.0,451804.5,35824.5,369000.0,4,1,1,1,-16546,-1480,-2196,-7,1,11,32,0.5725847271056428,0.6803211845067775,0.4489622731076524,1578171,3,-755,-795.0,13675725.0,324.18,3,13675725.0,76410.0,72400.5,7641.0,76410.0,2,5,-846,6.0,1,365243.0,-815.0,-722.0,0.0
6959,270024,0,1,2,1,315000.0,755190.0,36459.0,675000.0,1,1,4,1,-18495,-6182,-2495,-2025,1,10,4,0.5599760257665842,0.5112180704053932,0.28371188263500075,1599738,5,-2454,-2461.0,23171.94,23171.94,3,23171.94,134086.5,126553.5,13500.0,134086.5,7,0,-2605,6.0,1,365243.0,-2574.0,-2178.0,1.0
6962,103535,0,1,2,1,117000.0,675000.0,24246.0,675000.0,2,1,1,1,-14552,-1517,-2282,-4847,5,11,47,0.4389081253755348,0.3667970561385415,0.3859146722745145,1736987,7,-325,-338.0,11238.84,11238.84,3,3092355.0,20160.0,21933.0,0.0,20160.0,4,5,-540,10.0,2,365243.0,-505.0,-320.0,0.0
6963,137693,0,2,2,1,76500.0,135000.0,6750.0,135000.0,2,1,1,1,-17115,-1040,-4525,-655,6,16,2,0.3865064596081935,0.1951922926296998,0.622922000268356,1889872,9,-29,-32.0,23251.5,23251.5,3,23251.5,450000.0,450000.0,0.0,450000.0,7,10,-300,24.0,3,365243.0,-269.0,365243.0,0.0
6964,217299,1,1,1,1,112500.0,540000.0,29425.5,540000.0,1,1,3,1,-10794,-295,-3050,-3037,3,12,37,0.10792701061388588,0.556225176118225,0.7713615919194317,1627508,5,-1433,-1458.0,4207.68,4207.68,3,4207.68,30145.5,37737.0,0.0,30145.5,3,5,-1596,12.0,2,365243.0,-1553.0,-1213.0,0.0
6968,100896,1,1,2,1,112500.0,1006920.0,44352.0,900000.0,1,1,1,1,-13913,-1252,-3481,-4344,3,14,6,0.4970924430671282,0.6456536504439443,0.6023863442690867,1877602,2,-1977,-2009.0,5161.23,5161.23,3,5161.23,26820.0,25312.5,2700.0,26820.0,6,0,-2120,6.0,2,365243.0,-2007.0,-1909.0,0.0
6971,268287,0,1,1,2,135000.0,208854.0,13954.5,184500.0,1,1,1,1,-9237,-291,-3651,-1927,7,11,4,0.1921980460571187,0.4313100824360888,0.4014074137749511,1280806,2,-1035,-1046.0,7408125.0,7408125.0,3,7408125.0,33727.5,35397.0,0.0,33727.5,3,2,-1096,6.0,2,365243.0,-1065.0,-972.0,0.0
6974,280421,0,1,1,1,180000.0,787131.0,26145.0,679500.0,1,2,3,1,-13293,-5435,-7377,-4782,4,5,3,0.4887122616089288,0.7869502485057718,0.31703177858344445,2316080,10,-2292,-2292.0,11322.72,11322.72,1,11322.72,117000.0,126652.5,0.0,117000.0,2,12,-2592,15.0,1,365243.0,-2562.0,-2139.0,1.0
6976,125140,1,1,2,2,225000.0,612612.0,29601.0,495000.0,1,1,2,3,-11731,-916,-9437,-3213,2,0,2,0.5693952072034936,0.4428233461248158,0.3046721837533529,1877959,11,-474,-474.0,8008605.0,8008605.0,3,8008605.0,94653.0,109647.0,0.0,94653.0,2,0,-805,18.0,1,365243.0,-774.0,-317.0,0.0
6979,239354,0,1,2,1,90000.0,835380.0,36927.0,675000.0,1,1,1,1,-11212,-4360,-2667,-218,5,2,3,0.4128685408709928,0.6702571134869325,0.41534714488434,1890116,9,-657,-660.0,18298.8,18298.8,3,18298.8,148500.0,159120.0,0.0,148500.0,1,12,-928,10.0,1,365243.0,-897.0,-621.0,0.0
6983,175107,0,1,1,1,135000.0,791532.0,30798.0,567000.0,1,1,1,1,-10160,-2289,-2492,-36,5,3,12,0.22872757885750625,0.5872109310918042,0.11104240226943142,1431791,20,-809,-813.0,5731785.0,5731785.0,3,5731785.0,90436.5,108342.0,0.0,90436.5,2,1,-1410,24.0,3,365243.0,-1379.0,-712.0,0.0
6984,111028,0,1,2,1,135000.0,163008.0,16830.0,144000.0,1,1,5,1,-22213,-4416,-9821,-5006,5,2,4,0.40817965342645307,0.6529384361715459,0.8425892767430772,1567806,2,-2243,-2290.0,9627435.0,9627435.0,3,9627435.0,74205.0,70582.5,9000.0,74205.0,3,9,-2326,10.0,2,365243.0,-2273.0,-2056.0,0.0
6986,207800,0,1,1,3,157500.0,429763.5,34083.0,351000.0,4,1,3,1,-10541,-631,-4626,-3227,2,11,3,0.1853971673735439,0.6989868573182564,0.6023863442690867,1440892,3,-1824,-1839.0,11497995.0,11497995.0,3,11497995.0,108441.0,107257.5,10845.0,108441.0,5,9,-1915,12.0,1,365243.0,-1884.0,-1549.0,0.0
6989,223543,0,2,2,1,112500.0,180000.0,9000.0,180000.0,1,1,1,1,-10734,-2751,-3011,-1361,6,10,0,0.20384971025139934,0.5652468465002071,0.6940926425266661,2769707,2,-356,-383.0,11493.45,11493.45,3,11493.45,107910.0,96795.0,11115.0,107910.0,3,1,-423,12.0,2,365243.0,-386.0,-83.0,0.0
7006,171218,0,1,1,2,252000.0,1006920.0,40063.5,900000.0,1,2,1,2,-12346,-2368,-6338,-4557,1,9,32,0.279408257930906,0.367330503404996,0.33125086459090186,2149247,9,-1652,-1648.0,10872855.0,10847.34,3,10872855.0,88110.0,89415.0,6750.0,88110.0,3,4,-1923,12.0,2,365243.0,-1892.0,-1555.0,0.0
7011,177021,0,2,2,1,225000.0,675000.0,33750.0,675000.0,3,2,1,1,-23144,365243,-11997,-4215,4,1,8,0.9051399296652548,0.7874996772400416,0.5190973382084597,2028838,2,-2234,-2243.0,4008.51,4008.51,3,4008.51,32827.5,20286.0,13500.0,32827.5,5,2,-2295,6.0,2,365243.0,-2264.0,-2111.0,1.0
7013,270938,0,1,2,3,270000.0,202500.0,9738.0,202500.0,1,1,1,1,-11192,-4283,-5135,-2162,1,5,4,0.3337615440579733,0.7376514560067302,0.475849908720221,2347268,7,-606,-627.0,3229605.0,3229605.0,3,3229605.0,29389.5,29389.5,0.0,29389.5,3,11,-824,10.0,3,365243.0,-786.0,-512.0,0.0
7016,257386,1,1,1,2,157500.0,787500.0,40338.0,787500.0,1,1,1,1,-12478,-1299,-4049,-4411,5,11,4,0.08520252657333789,0.4876109675830074,0.2032521136204725,1258831,4,-260,-268.0,10269585.0,10269585.0,3,10269585.0,51255.0,53959.5,0.0,51255.0,4,0,-386,6.0,1,365243.0,-350.0,-194.0,0.0
7017,276901,0,1,2,3,283500.0,545040.0,26640.0,450000.0,1,2,1,1,-12606,-4359,-822,-5233,1,0,11,0.7821605819530072,0.5565220331519672,0.1556893746835917,2566570,1,-1690,-1707.0,8180055.0,8180055.0,3,8180055.0,40711.5,49293.0,0.0,40711.5,2,12,-1721,8.0,2,365243.0,-1690.0,-1506.0,0.0
7021,202766,0,1,2,1,225000.0,906894.0,46435.5,796500.0,3,1,2,1,-20274,365243,-11643,-3643,7,0,8,0.647916480458213,0.6354737318890222,0.6127042441012546,1787645,6,-590,-594.0,33176655.0,33176655.0,3,6490575.0,57262.5,63310.5,0.0,57262.5,6,4,-771,12.0,1,365243.0,-740.0,-581.0,0.0
7024,158043,0,1,1,1,585000.0,1515415.5,39973.5,1354500.0,4,1,1,1,-15841,-7728,-1749,-4639,3,4,32,0.43909534633687786,0.7058521203646159,0.475849908720221,2746731,4,-335,-341.0,28644345.0,28644345.0,3,3982905.0,43606.35,39244.5,4361.85,43606.35,3,11,-462,12.0,1,365243.0,-425.0,-332.0,0.0
7034,259786,0,1,2,2,135000.0,531265.5,24894.0,373500.0,1,1,1,1,-13761,-1108,-652,-3084,3,2,2,0.5455959574971401,0.5553883636756826,0.6817058776720116,2425415,10,-473,-478.0,6656805.0,6656805.0,3,6746805.0,55251.0,54099.0,5526.0,55251.0,6,7,-774,10.0,1,365243.0,-743.0,-465.0,0.0
7035,280535,0,2,2,1,202500.0,540000.0,27000.0,540000.0,1,1,2,1,-18381,-1538,-84,-1863,2,0,2,0.7819933559307464,0.6718741475658911,0.6940926425266661,2260920,2,-1746,-1747.0,5366745.0,5366745.0,3,5366745.0,30510.0,33210.0,3051.0,30510.0,2,5,-1813,8.0,2,365243.0,-1776.0,-1556.0,0.0
7037,261709,0,1,2,1,144000.0,540000.0,17550.0,540000.0,1,1,1,1,-13305,-1339,-2390,-1009,4,11,34,0.7360375308061992,0.5376248691618566,0.33125086459090186,1128918,2,-696,-702.0,9396.09,9396.09,3,9396.09,101835.0,91651.5,10183.5,101835.0,3,11,-757,12.0,1,365243.0,-726.0,-571.0,0.0
7046,299679,0,1,1,3,90000.0,276277.5,13419.0,238500.0,1,4,1,1,-12895,-3852,-798,-2686,2,10,9,0.7206140803214041,0.054897905131419435,0.25670557243930026,2819189,4,-1937,-1940.0,14214.51,14214.51,1,14214.51,180000.0,203760.0,0.0,180000.0,3,8,-2057,24.0,2,365243.0,-2027.0,-1570.0,1.0
7050,299030,1,1,1,1,157500.0,679500.0,34825.5,679500.0,1,1,1,1,-13723,-3411,-7281,-4031,4,0,13,0.07876047410256147,0.6750911909316665,0.4668640059537032,1420437,6,-2505,-2488.0,6862.14,270.45,3,6862.14,53505.0,58801.5,0.0,53505.0,3,2,-2689,12.0,2,365243.0,-2655.0,-2321.0,1.0
7054,279963,1,1,1,1,225000.0,477000.0,24484.5,477000.0,1,1,1,1,-11955,-5189,-904,-2211,3,11,25,0.1647145568582457,0.0014103617753007712,0.30620229831350426,2570497,1,-2628,-2644.0,6095.34,6095.34,3,6095.34,34870.5,30370.5,4500.0,34870.5,4,4,-2673,6.0,2,365243.0,-2628.0,-2467.0,0.0
7058,221443,0,1,2,1,99000.0,742500.0,21838.5,742500.0,1,1,1,1,-19254,-1962,-5766,-2487,7,9,1,0.6436926458024533,0.4774662138478004,0.6785676886853644,1431378,1,-1750,-1760.0,12080835.0,12080835.0,3,12080835.0,117364.5,103167.0,23490.0,117364.5,6,12,-1786,12.0,2,365243.0,-1750.0,-1414.0,0.0
7062,249475,0,1,2,1,315000.0,485640.0,38938.5,450000.0,1,1,2,2,-14677,-1492,-13049,-1800,4,4,4,0.7232757362173583,0.4375209940012396,0.1694287272664794,1319113,7,-770,-780.0,13382.19,13382.19,3,13382.19,134671.5,134671.5,0.0,134671.5,3,8,-981,12.0,1,365243.0,-950.0,-612.0,0.0
7063,143816,0,1,2,3,225000.0,679500.0,27076.5,679500.0,1,1,1,1,-11390,-2632,-691,-3017,1,2,21,0.37280480895524254,0.5536003179643616,0.39277386060313396,2095382,3,-446,-458.0,10121175.0,10121175.0,3,10121175.0,104449.5,104449.5,0.0,104449.5,3,18,-537,12.0,3,365243.0,-506.0,-169.0,0.0
7064,109746,0,1,1,1,607500.0,601470.0,30838.5,450000.0,2,1,1,1,-19435,-1416,-10251,-2988,5,2,2,0.766654818454251,0.6213715609925805,0.6658549219640212,1108234,4,-2675,-2710.0,4416.39,4416.39,3,4416.39,40005.0,22005.0,18000.0,40005.0,4,13,-2815,6.0,2,365243.0,-2765.0,-2637.0,0.0
7066,285777,0,2,2,2,135000.0,202500.0,10125.0,202500.0,4,2,1,1,-14683,-7178,-8356,-4675,2,3,3,0.6122237415997157,0.6735448169386311,0.5726825047161584,1799307,9,-71,-110.0,4126005.0,275355.0,3,4126005.0,45000.0,35100.0,9900.0,45000.0,4,2,-355,10.0,1,365243.0,-311.0,-37.0,0.0
7071,190219,0,1,2,1,202500.0,1125000.0,32895.0,1125000.0,2,1,1,1,-13017,-963,-4833,-4093,7,11,4,0.4796390111916737,0.6654987343879649,0.7662336700704004,2000938,10,-2046,-2054.0,3650.31,3650.31,3,3650.31,31627.35,31279.5,3164.85,31627.35,6,9,-2347,12.0,3,365243.0,-2316.0,-1982.0,1.0
7076,243366,0,1,1,1,292500.0,1127074.5,37377.0,922500.0,1,1,1,1,-14860,-2899,-3600,-4652,6,2,4,0.4315490192768873,0.7183319363660219,0.6754132910917112,1207603,1,-926,-929.0,4952.43,4952.43,3,4952.43,31495.5,26527.5,6300.0,31495.5,1,8,-957,6.0,1,365243.0,-926.0,-804.0,0.0
7077,277641,0,1,2,1,180000.0,494550.0,37107.0,450000.0,2,1,4,1,-20084,-812,-4717,-3632,2,11,16,0.7369347481854636,0.6076348105795243,0.40314167665875134,2658032,3,-214,-223.0,19700505.0,19700505.0,3,19700505.0,129861.0,109372.5,25974.0,129861.0,6,12,-304,6.0,3,365243.0,-274.0,365243.0,1.0
7082,279593,0,1,1,3,83250.0,270000.0,14778.0,270000.0,1,1,1,1,-13485,-5435,-3869,-4137,2,10,2,0.3455572550853024,0.6762365044209457,0.7826078370261895,2227959,2,-1531,-1538.0,11137.68,11137.68,3,11137.68,246955.5,246955.5,0.0,246955.5,6,5,-1592,24.0,4,365243.0,-1561.0,-863.0,0.0
7083,184564,0,1,2,1,180000.0,601470.0,30838.5,450000.0,1,2,2,1,-10776,-963,-4608,-1361,7,3,29,0.2920512095182585,0.4031276604671589,0.722392890081304,1388202,6,-140,-146.0,10825.56,10825.56,3,10825.56,81072.0,81072.0,0.0,81072.0,1,8,-328,8.0,4,365243.0,-290.0,-70.0,0.0
7088,113261,0,1,2,1,315000.0,1162300.5,108805.5,1129500.0,1,1,1,1,-19765,-12241,-6818,-3319,5,3,4,0.7576534674564029,0.542480872281229,0.7713615919194317,1978028,7,-388,-441.0,18537.57,18537.57,3,18537.57,173610.0,188505.0,0.0,173610.0,7,9,-600,12.0,1,365243.0,-568.0,-341.0,0.0
7089,125078,0,1,2,1,121500.0,675000.0,24043.5,675000.0,3,2,1,1,-20350,365243,-10919,-3903,5,11,8,0.7984809330056467,0.4173319950621405,0.5744466170995097,1037374,41,-1192,-1220.0,14844.06,0.18,1,14844.06,346500.0,346500.0,0.0,346500.0,3,4,-2424,48.0,1,365243.0,-2392.0,-1125.0,0.0
7093,165843,0,1,2,3,94500.0,916470.0,29695.5,765000.0,1,1,1,1,-10365,-2404,-2419,-2970,5,11,10,0.6950312900501454,0.5937202659429794,0.6769925032909132,1340296,5,-896,-898.0,9939.96,9939.96,3,5143635.0,20866.5,24741.0,0.0,20866.5,6,5,-1056,6.0,2,365243.0,-1016.0,-894.0,0.0
